Sites,Latitude,Longitude,Country,Site Links,Image Source,Paragraph
Western Stone,-33.9217604,18.8901968,Israel,https://www.megalithicbuilders.com/asia/israel/jerusalem-western-stone,https://www.megalithicbuilders.com/images/asia/israel/jerusalem-western-wall/gallery/jerusalem-western-wall01.jpg,"The 'Western Stone', is the biggest stone of the Western Wall in Jerusalem and can be found in the Kotel Tunnels. It is recorded as one of the heaviest objects ever lifted by humans without the assistance of any machinery."
Ishibutai Kofun,34.4668041,135.8260998,Japan,https://www.megalithicbuilders.com/asia/japan/asuka-ishibutai-kofun,https://www.megalithicbuilders.com/images/asia/japan/asuka-ishibutai-kofun/gallery/asuka-ishibutai-kofun-01.jpg,"Ishibutai Kofun  is a stone kofun tumulus of the Asuka period in the east of Shimanoshō, Asuka, Nara Prefecture, Japan. The kofun is believed to be the tomb of Soga no Umako. It occupies a space of 54 m (177 ft), and is the largest known megalithic structure in Japan. The kofun is also known as the Ishibutoya Kofun."
Yonaguni Monument,24.432,123.011,Japan,https://www.megalithicbuilders.com/asia/japan/yonaguni-yonaguni-monument,https://www.megalithicbuilders.com/images/asia/japan/yonaguni-yonaguni-monument/yonaguni-yonaguni-monument-main1.jpg,"The Yonaguni Monument, also known as ""Yonaguni (Island) Submarine Ruins"" Yonaguni(-jima) Kaitei Iseki), is a submerged rock formation off the coast of Yonaguni, the southernmost of the Ryukyu Islands, in Japan. It lies approximately a hundred kilometres east of Taiwan."
Plain of Jars,19.4965125,103.4329994,Laos,https://www.megalithicbuilders.com/asia/laos/xiangkhouang-plain-of-jars,https://www.megalithicbuilders.com/images/asia/laos/xiangkhouang-plain-of-jars/xiangkhouang-plain-of-jars-main1.jpg,The Plain of Jars is a megalithic archaeological landscape in Laos. It consists of thousands of stone jars scattered around the upland valleys and the lower foothills of the central plain of the Xiangkhoang Plateau. The jars are mostly arranged in clusters ranging in number from one to several hundred.
Nan Madol,6.8431516,158.332759,Micronesia,https://www.megalithicbuilders.com/asia/micronesia/pohnpei-nan-madol,https://www.megalithicbuilders.com/images/asia/micronesia/pohnpei-nan-madol/pohnpei-nan-madol-main1.jpg,"Nan Madol is an archaeological site adjacent to the eastern shore of the island of Pohnpei that was the capital of the Saudeleur Dynasty until about 1628. It is in the present day Madolenihmw district of Pohnpei state, in the Federated States of Micronesia in the western Pacific Ocean. The city, constructed in a lagoon, consists of a series of small artificial islands linked by a network of canals. The site core with its stone walls encloses an area approximately 1.5 km long by 0.5 km wide and it contains nearly 100 artificial islets—stone and coral fill platforms—bordered by tidal canals."
Gobekli Tepe,37.21870475,38.85556335,Turkey,https://www.megalithicbuilders.com/asia/turkey/anatolia-gobekli-tepe,https://www.megalithicbuilders.com/images/asia/turkey/anatolia-gobekli-tepe/anatolia-gobekli-tepe-main1.jpg,"Göbekli Tepe, Turkish for ""Potbelly Hill"", is an archaeological site in the Southeastern Anatolia Region of Turkey, approximately 12 km (7 mi) northeast of the city of Şanlıurfa. The tell has a height of 15 m (49 ft) and is about 300 m (980 ft) in diameter. It is approximately 760 m (2,490 ft) above sea level."
Stone Circles,52.8578952,-4.0819715,England,https://www.megalithicbuilders.com/europe/england/avebury-stone-circles,https://www.megalithicbuilders.com/images/europe/england/avebury-stone-circles/avebury-stone-circles-main1.jpg,"Avebury is a Neolithic henge monument containing three stone circles, around the village of Avebury in Wiltshire, in southwest England. One of the best known prehistoric sites in Britain, it contains the largest megalithic stone circle in the world, and is both a tourist attraction and a place of religious importance to contemporary pagans."
Stonehenge,51.1788293,-1.826183,England,https://www.megalithicbuilders.com/europe/england/wiltshire-stonehenge,https://www.megalithicbuilders.com/images/europe/england/wiltshire-stonehenge/wiltshire-stonehenge-main1.jpg,"Stonehenge is a prehistoric monument in Wiltshire, England, 2 miles (3 km) west of Amesbury and 8 miles (13 km) north of Salisbury. It consists of a ring of standing stones, with each standing stone around 13 ft (4.1 metres) high, 6 ft 11 in (2.1 metres) wide and weighing around 25 tons. The stones are set within earthworks in the middle of the most dense complex of Neolithic and Bronze Age monuments in England, including several hundred burial mounds."
Dolmen de Bagneux,47.2454746,-0.0984044,France,https://www.megalithicbuilders.com/europe/france/saumur-dolmen-de-bagneux,https://www.megalithicbuilders.com/images/europe/france/saumur-dolmen-de-bagneux/saumur-dolmen-de-bagneux-main1.jpg,"The dolmen de Bagneux is a megalith located in Saumur, France. It is one of the largest dolmen in France and in Europe."
Acropolis of Athens,37.968679,23.7297869,Greece,https://www.megalithicbuilders.com/europe/greece/athens-acropolis-of-athens,https://www.megalithicbuilders.com/images/europe/greece/athens-acropolis-of-athens/athens-acropolis-of-athens-main1.jpg,"The Acropolis of Athens is an ancient citadel located on a rocky outcrop above the city of Athens and contains the remains of several ancient buildings of great architectural and historic significance, the most famous being the Parthenon. The word acropolis is from the Greek words ἄκρον (akron, ""highest point, extremity"") and πόλις (polis, ""city""). Although the term acropolis is generic and there are many other acropoleis in Greece, the significance of the Acropolis of Athens is such that it is commonly known as ""The Acropolis"" without qualification. During ancient times it was known also more properly as Cecropia, after the legendary serpent-man, Cecrops, the first Athenian king."
Treasury of Atreus,37.72683285,22.75374085,Greece,https://www.megalithicbuilders.com/europe/greece/mycenae-treasury-of-atreus,https://www.megalithicbuilders.com/images/europe/greece/mycenae-treasury-of-atreus/mycenae-treasury-of-atreus-main2.jpg,"The Treasury of Atreus or Tomb of Agamemnon is a large ""tholos"" tomb on the Panagitsa Hill at Mycenae, Greece, constructed during the Bronze Age around 1250 BC. The lintel stone above the doorway weighs 120 tons, with approximate dimensions 8.3 x 5.2 x 1.2m, the largest in the world. The tomb was used for an unknown period. Mentioned by Pausanias, it was still visible in 1879 when the German archeologist Heinrich Schliemann discovered the shaft graves under the 'agora' in the Acropolis at Mycenae. The tomb has probably no relationship with either Atreus or Agamemnon, as archaeologists believe that the sovereign buried there ruled at an earlier date than the two; it was named thus by Heinrich Schliemann and the name has been used ever since."
Newgrange,53.69469735,-6.475552172,Ireland,https://www.megalithicbuilders.com/europe/ireland/meath-newgrange,https://www.megalithicbuilders.com/images/europe/ireland/meath-newgrange/meath-newgrange-main1.jpg,"Newgrange (Irish: Sí an Ḃrú or Brú na Bóinne) is a prehistoric monument in County Meath, Ireland, located 8 kilometres (5.0 mi) west of Drogheda on the north side of the River Boyne. Some mainstream academics guess it was built during the Neolithic period, around 3200 BC, placing it prior to other mainstream academic guesses at the ages of Stonehenge and the Egyptian pyramids. The site consists of a large circular mound with an inner stone passageway and chambers. Human bones and possible grave goods or votive offerings were found in these chambers. The mound has a retaining wall at the front, made mostly of white quartz cobblestones, and is ringed by engraved kerbstones. Many of the larger stones of Newgrange are covered in megalithic art. The mound is also ringed by a stone circle. Some of the material that makes up the monument came from as far away as the Mournes and Wicklow Mountains."
Hal-Saflieni Hypogeum,35.86954945,14.50689146,Malta,https://www.megalithicbuilders.com/europe/malta/paola-hal-saflieni-hypogeum,https://www.megalithicbuilders.com/images/europe/malta/paola-hal-saflieni-hypogeum/paola-hal-saflieni-hypogeum-main1.jpg,"The Hypogeum of Ħal-Saflieni is a Neolithic subterranean structure dating to the Saflieni phase (3300 – 3000 BC) in Maltese prehistory, located in Paola, Malta. It is often simply referred to as the Hypogeum (Maltese: Ipoġew), literally meaning ""underground"" in Greek. The Hypogeum is thought to have been a sanctuary and necropolis, with the remains of more than 7,000 individuals documented by archeologists, and is among the best preserved examples of the Maltese temple building culture that also produced the Megalithic Temples and Xagħra Stone Circle."
Tarxien Temple Complex,51.5678107,-0.7767181,Malta,https://www.megalithicbuilders.com/europe/malta/tarxien-tarxien-temple-complex,https://www.megalithicbuilders.com/images/europe/malta/tarxien-tarxien-temple-complex/tarxien-tarxien-temple-complex-main1.jpg,"The Tarxien Temples are an archaeological complex in Tarxien, Malta. They date to approximately 3150 BC. The site was accepted as a UNESCO World Heritage Site in 1992 along with the other Megalithic temples on the island of Malta."
Dolmens,53.8515894,-7.6051068,Russia,https://www.megalithicbuilders.com/europe/russia/caucasus-mountains-dolmens,https://www.megalithicbuilders.com/images/europe/russia/caucasus-mountains-dolmens/caucasus-mountains-dolmens-main1.jpg,"Concentrations of megaliths, dolmens and stone labyrinths dating between the end of the 4th millennium and the beginning of the 2nd millennium B.C. have been found (but little studied) throughout the Caucasus Mountains, including Georgia. Most of them are represented by rectangular structures made of stone slabs or cut in rocks with holes in their facade. These dolmens cover the Western Caucasus on both sides of the mountain ridge, in an area of approximately 12,000 square kilometres of Russia and Abkhazian region of Georgia."
Callanish Stones,58.1975414,-6.745145,Scotland,https://www.megalithicbuilders.com/europe/scotland/callanish-callanish-stones,https://www.megalithicbuilders.com/images/europe/scotland/callanish-callanish-stones/callanish-callanish-stones-main1.jpg,"The Callanish Stones (or ""Callanish I"", Clachan Chalanais or Tursachan Chalanais in Scottish Gaelic) are an arrangement of standing stones placed in a cruciform pattern with a central stone circle. They were erected in the late Neolithic era, and were a focus for ritual activity during the Bronze Age. They are near the village of Callanish (Gaelic: Calanais) on the west coast of Lewis in the Outer Hebrides, Scotland."
Maeshowe,58.99651285,-3.188172635,Scotland,https://www.megalithicbuilders.com/europe/scotland/orkney-maeshowe,https://www.megalithicbuilders.com/images/europe/scotland/orkney-maeshowe/orkney-maeshowe-main1.jpg,"Maeshowe (or Maes Howe; Norse: Orkhaugr) is a Neolithic chambered cairn and passage grave situated on Mainland Orkney, Scotland. It was probably built around 2800 BC. It gives its name to the Maeshowe type of chambered cairn, which is limited to Orkney. Maeshowe is a significant example of Neolithic craftsmanship and is, in the words of the archaeologist Stuart Piggott, ""a superlative monument that by its originality of execution is lifted out of its class into a unique position."" The monuments around Maeshowe, including Skara Brae, were designated a UNESCO World Heritage Site in 1999."
Dolmens of Antequera,37.0243401,-4.547005565,Spain,https://www.megalithicbuilders.com/europe/spain/antequera-dolmens-of-antequera,https://www.megalithicbuilders.com/images/europe/spain/antequera-dolmens-of-antequera/gallery/antequera-dolmens-of-antequera-01.jpg,"The Antequera Dolmens Site is a cultural heritage in series comprises by three cultural monuments  (Dolmen of Menga, Dolmen of Viera and Beehive tomb of El Romeral) and two natural monuments (Peña de los Enamorados and El Torcal) existing in the city of Antequera, in Andalusia, Spain. The cultural institution responsible for its protection is the Archaeological complex Dolmens of Antequera. It was declared a World Heritage Site in 2016."
Tikal,17.2209711,-89.62217904,Guatemala,https://www.megalithicbuilders.com/north-america/guatemala/flores-tikal,https://www.megalithicbuilders.com/images/north-america/guatemala/flores-tikal/flores-tikal-main1.jpg,"Tikal (Tik’al in modern Mayan orthography) is the ruin of an ancient city, which was likely to have been called Yax Mutal, found in a rainforest in Guatemala. Ambrosio Tut, a gum-sapper, reported the ruins to La Gaceta, a Guatemalan newspaper, which named the site Tikal. After the Berlin Academy of Sciences' magazine republished the report in 1853, archeologists and treasure hunters began visiting the forest. Today, tourism to the site may help protect the rainforest. It is one of the largest archaeological sites and urban centers of the pre-Columbian Maya civilization. It is located in the archaeological region of the Petén Basin in what is now northern Guatemala. Situated in the department of El Petén, the site is part of Guatemala's Tikal National Park and in 1979 it was declared a UNESCO World Heritage Site."
Copan,-23.54659435,-46.64453306,Honduras,https://www.megalithicbuilders.com/north-america/honduras/copan-ruinas-copan,https://www.megalithicbuilders.com/images/north-america/honduras/copan-ruinas-copan/copan-ruinas-copan-main5.jpg,"Copán is an archaeological site of the Maya civilization located in the Copán Department of western Honduras, not far from the border with Guatemala. It was the capital city of a major Classic period kingdom from the 5th to 9th centuries AD. The city was located in the extreme southeast of the Mesoamerican cultural region, on the frontier with the Isthmo-Colombian cultural region, and was almost surrounded by non-Maya peoples."
Palenque Complex,19.5357152,-96.9038237,Mexico,https://www.megalithicbuilders.com/north-america/mexico/palenque-palenque-complex,https://www.megalithicbuilders.com/images/north-america/mexico/palenque-palenque-complex/palenque-palenque-complex-main1.jpg,"Palenque, also anciently known as Lakamha (literally: ""Big Water""), was a Maya city state in southern Mexico that flourished in the 7th century. The Palenque ruins date from ca. 226 BC to ca. AD 799. After its decline, it was absorbed into the jungle of cedar, mahogany, and sapodilla trees, but has since been excavated and restored and is now a famous archaeological site attracting thousands of visitors. It is located near the Usumacinta River in the Mexican state of Chiapas, about 130 km (81 mi) south of Ciudad del Carmen, 150 m (164 yd) above sea level. It averages a humid 26 °C (79 °F) with roughly 2160 mm (85 in) of rain a year."
San Lorenzo Tenochtitlan,17.7556728,-94.7598464,Mexico,https://www.megalithicbuilders.com/north-america/mexico/san-lorenzo-san-lorenzo-tenochtitlan,https://www.megalithicbuilders.com/images/north-america/mexico/san-lorenzo-san-lorenzo-tenochtitlan/san-lorenzo-san-lorenzo-tenochtitlan-main1.jpg,"San Lorenzo Tenochtitlán (or San Lorenzo) is the collective name for three related archaeological sites—San Lorenzo, Tenochtitlán and Potrero Nuevo—located in the southeast portion of the Mexican state of Veracruz. Along with La Venta and Tres Zapotes, it was one of the three major cities of the Olmec (it was the major center of Olmec culture from 1200 BC to 900 BC). San Lorenzo Tenochtitlán is best known today for the colossal stone heads unearthed there, the greatest of which weigh 28 metric tons (28 long tons; 31 short tons) or more and are 3 metres (9.8 ft) high."
Teotihuacan Complex,18.9101023,-99.2115632,Mexico,https://www.megalithicbuilders.com/north-america/mexico/teotihuacan-teotihuacan-complex,https://www.megalithicbuilders.com/images/north-america/mexico/teotihuacan-teotihuacan-complex/teotihuacan-teotihuacan-complex-main1.jpg,"Teotihuacan, also written Teotihuacán (Spanish pronunciation: teotiwa'kan), is an ancient Mesoamerican city located in a sub-valley of the Valley of Mexico, located in the State of Mexico 40 kilometres (25 mi) northeast of modern-day Mexico City, known today as the site of many of the most architecturally significant Mesoamerican pyramids built in the pre-Columbian Americas."
Chichen Itza,20.68285195,-88.56871964,Mexico,https://www.megalithicbuilders.com/north-america/mexico/tinum-chichen-itza,https://www.megalithicbuilders.com/images/north-america/mexico/tinum-chichen-itza/tinum-chichen-itza-main1.jpg,"Chichen Itza was a large pre-Columbian city built by the Maya people of the Terminal Classic period. The archaeological site is located in Tinúm Municipality, Yucatán State, Mexico."
Coral Castle,52.1368979,-0.4550679,United States,https://www.megalithicbuilders.com/north-america/united-states/florida-coral-castle,https://www.megalithicbuilders.com/images/north-america/united-states/florida-coral-castle/florida-coral-castle-main1.jpg,"Coral Castle is an oolite limestone structure created by the Latvian American eccentric Edward Leedskalnin (1887–1951). It is located in Leisure City, Florida, in Miami-Dade County at the intersection of South Dixie Highway (U.S. 1) and SW 157th Avenue. The structure comprises numerous megalithic stones, mostly limestone formed from coral, each weighing several tons. It is currently a privately operated tourist attraction. Coral Castle is noted for legends surrounding its creation that claim it was built single-handedly by Leedskalnin using reverse magnetism or supernatural abilities to move and carve numerous stones weighing many tons."
Kalasasaya,-16.5547681,-68.67350671,Bolivia,https://www.megalithicbuilders.com/south-america/bolivia/tiwanaku-kalasasaya,https://www.megalithicbuilders.com/images/south-america/bolivia/tiwanaku-kalasasaya/gallery/tiwanaku-kalassasaya-01.jpg,"The Kalasasaya (kala for stone; saya or sayasta for standing up) or Stopped Stones is a major archaeological structure that is part of Tiwanaku, an ancient archeological complex in the Andes of western Bolivia that is designated as a UNESCO World Heritage Site."
Pumapunku,-16.56166865,-68.67967726,Bolivia,https://www.megalithicbuilders.com/south-america/bolivia/tiwanaku-pumapunku,https://www.megalithicbuilders.com/images/south-america/bolivia/tiwanaku-pumapunku/tiwanaku-pumapunku-main2.jpg,"Pumapunku or Puma Punku (Aymara and Quechua puma cougar, puma, punku door, Hispanicized Puma Puncu) is part of a large temple complex or monument group that is part of the Tiwanaku Site near Tiwanaku, in western Bolivia. It is believed to date to 536AD and later."
Moai,-4.0388687,138.8907212,Chile,https://www.megalithicbuilders.com/south-america/chile/easter-island-moai,https://www.megalithicbuilders.com/images/south-america/chile/easter-island-moai/easter-island-moai-main1.jpg,"Easter Island (Rapa Nui: Rapa Nui, Spanish: Isla de Pascua) is a Chilean island in the southeastern Pacific Ocean, at the southeasternmost point of the Polynesian Triangle in Oceania. Easter Island is famous for its 887 extant monumental statues, called moai, created by the early Rapa Nui people. In 1995, UNESCO named Easter Island a World Heritage Site, with much of the island protected within Rapa Nui National Park."
Coricancha,-5.6982596,-78.8072035,Peru,https://www.megalithicbuilders.com/south-america/peru/cusco-coricancha,https://www.megalithicbuilders.com/images/south-america/peru/cusco-coricancha/gallery/cusco-coricancha-01.jpg,"Coricancha (Koricancha, Qoricancha or Qorikancha; from Quechua quri gold; kancha enclosure) was the most important temple in the Inca Empire. Originally named Intikancha or Intiwasi, it was dedicated to Inti, and is located at the old Inca capital of Cusco. Mostly destroyed after the 16th century war with the Spanish conquistadors much of its stonework forms the foundation of the Santo Domingo church and convent."
Hatun Rumiyoc,-15.4806352,-70.1522327,Peru,https://www.megalithicbuilders.com/south-america/peru/cusco-hatun-rumiyoc,https://www.megalithicbuilders.com/images/south-america/peru/cusco-hatun-rumiyoc/gallery/cusco-hatun-rumiyoc-01.jpg,"Hatun Rumiyoc Street (of the Roca Mayor, in Castilian), located in Cuzco (Peru) is a street bordered by the wall of which was the palace in which the Inca Roc'a lived."
Sacsayhuaman,-13.5067266,-71.98029252,Peru,https://www.megalithicbuilders.com/south-america/peru/cusco-sacsayhuaman,https://www.megalithicbuilders.com/images/south-america/peru/cusco-sacsayhuaman/cusco-sacsayhuaman-main2.jpg,"Sacsayhuaman (Saksaywaman, Saqsaywaman, Sasawaman, Saksawaman, Sacsahuayman, Sasaywaman or Saksaq Waman; Quechua language, waman falcon or variable hawk, hispanicized spellings Sacsayhuamán, Sacsayhuaman, Sacsahuaman, Saxahuaman and others) is a citadel on the northern outskirts of the city of Cusco, Peru, the historic capital of the Inca Empire. Sections were first built by the Killke culture about 1100; they had occupied the area since 900. The complex was expanded and added to by the Inca from the 13th century; they built dry stone walls constructed of huge stones. The workers carefully cut the boulders to fit them together tightly without mortar. The site is at an altitude of 3,701 m (12,142 ft)."
Temple Hill Fortress,22.28663915,114.1952646,Peru,https://www.megalithicbuilders.com/south-america/peru/ollantaytambo-temple-hill-fortress,https://www.megalithicbuilders.com/images/south-america/peru/ollantaytambo-temple-hill-fortress/ollantaytambo-temple-hill-fortress-main2.jpg,"Ollantaytambo (Quechua: Ullantaytampu) is a town and an Inca archaeological site in southern Peru some 72 kilometres (45 mi) by road northwest of the city of Cusco. It is located at an altitude of 2,792 metres (9,160 ft) above sea level in the district of Ollantaytambo, province of Urubamba, Cusco region. During the Inca Empire, Ollantaytambo was the royal estate of Emperor Pachacuti who conquered the region, built the town and a ceremonial center. At the time of the Spanish conquest of Peru it served as a stronghold for Manco Inca Yupanqui, leader of the Inca resistance. Nowadays, located in what is called the Sacred Valley of the Incas, it is an important tourist attraction on account of its Inca ruins and its location en route to one of the most common starting points for the four-day, three-night hike known as the Inca Trail."
Machu Picchu,-13.16441865,-72.54476397,Peru,https://www.megalithicbuilders.com/south-america/peru/urubamba-machu-picchu,https://www.megalithicbuilders.com/images/south-america/peru/urubamba-machu-picchu/urubamba-machu-picchu-main1.jpg,"Machu Picchu (Quechua: Machu Pikchu) is a 15th-century Inca citadel situated on a mountain ridge 2,430 metres (7,970 ft) above sea level. It is located in the Cusco Region, Urubamba Province, Machupicchu District in Peru, above the Sacred Valley, which is 80 kilometres (50 mi) northwest of Cuzco and through which the Urubamba River flows."
